0.000000e+00 4.000000e+00 3.000000e+00 0.000000e+00 0.000000e+00
6.000000e-03 3.999998e+00 2.999998e+00 -7.498830e-04 2.297539e-04 3.999998e+00 3.000015e+00 -7.498830e-04 5.127974e-03 
1.200000e-02 3.999991e+00 2.999992e+00 -1.499767e-03 4.595069e-04 3.999991e+00 3.000062e+00 -1.499767e-03 1.025616e-02 
1.800000e-02 3.999980e+00 2.999983e+00 -2.249652e-03 6.892592e-04 3.999980e+00 3.000138e+00 -2.249652e-03 1.538477e-02 
2.400000e-02 3.999964e+00 2.999970e+00 -2.999540e-03 9.190108e-04 3.999964e+00 3.000246e+00 -2.999540e-03 2.051403e-02 
3.000000e-02 3.999944e+00 2.999954e+00 -3.749432e-03 1.148762e-03 3.999944e+00 3.000385e+00 -3.749432e-03 2.564414e-02 
3.600000e-02 3.999919e+00 2.999934e+00 -4.499327e-03 1.378512e-03 3.999919e+00 3.000554e+00 -4.499327e-03 3.077531e-02 
4.200000e-02 3.999890e+00 2.999910e+00 -5.249228e-03 1.608263e-03 3.999890e+00 3.000754e+00 -5.249228e-03 3.590777e-02 
4.800000e-02 3.999856e+00 2.999883e+00 -5.999135e-03 1.838013e-03 3.999856e+00 3.000985e+00 -5.999135e-03 4.104172e-02 
5.400000e-02 3.999818e+00 2.999853e+00 -6.749048e-03 2.067763e-03 3.999818e+00 3.001246e+00 -6.749048e-03 4.617738e-02 
6.000000e-02 3.999775e+00 2.999819e+00 -7.498969e-03 2.297513e-03 3.999775e+00 3.001539e+00 -7.498969e-03 5.131497e-02 
6.600000e-02 3.999728e+00 2.999782e+00 -8.248898e-03 2.527263e-03 3.999728e+00 3.001862e+00 -8.248898e-03 5.645469e-02 
7.200000e-02 3.999676e+00 2.999741e+00 -8.998837e-03 2.757013e-03 3.999676e+00 3.002216e+00 -8.998837e-03 6.159678e-02 
7.800000e-02 3.999620e+00 2.999696e+00 -9.748786e-03 2.986763e-03 3.999620e+00 3.002601e+00 -9.748786e-03 6.674144e-02 
8.400000e-02 3.999559e+00 2.999648e+00 -1.049875e-02 3.216514e-03 3.999559e+00 3.003017e+00 -1.049875e-02 7.188889e-02 
9.000000e-02 3.999494e+00 2.999597e+00 -1.124872e-02 3.446266e-03 3.999494e+00 3.003464e+00 -1.124872e-02 7.703935e-02 
9.600000e-02 3.999424e+00 2.999542e+00 -1.199870e-02 3.676018e-03 3.999424e+00 3.003942e+00 -1.199870e-02 8.219304e-02 
1.020000e-01 3.999350e+00 2.999483e+00 -1.274870e-02 3.905770e-03 3.999350e+00 3.004450e+00 -1.274870e-02 8.735017e-02 
1.080000e-01 3.999271e+00 2.999421e+00 -1.349871e-02 4.135524e-03 3.999271e+00 3.004990e+00 -1.349871e-02 9.251098e-02 
1.140000e-01 3.999188e+00 2.999355e+00 -1.424874e-02 4.365279e-03 3.999188e+00 3.005561e+00 -1.424874e-02 9.767567e-02 
1.200000e-01 3.999100e+00 2.999286e+00 -1.499878e-02 4.595034e-03 3.999100e+00 3.006162e+00 -1.499878e-02 1.028445e-01 
1.260000e-01 3.999008e+00 2.999214e+00 -1.574884e-02 4.824791e-03 3.999008e+00 3.006795e+00 -1.574884e-02 1.080176e-01 
1.320000e-01 3.998911e+00 2.999137e+00 -1.649892e-02 5.054549e-03 3.998911e+00 3.007458e+00 -1.649892e-02 1.131953e-01 
1.380000e-01 3.998810e+00 2.999058e+00 -1.724902e-02 5.284308e-03 3.998810e+00 3.008153e+00 -1.724902e-02 1.183778e-01 
1.440000e-01 3.998704e+00 2.998975e+00 -1.799913e-02 5.514069e-03 3.998704e+00 3.008879e+00 -1.799913e-02 1.235653e-01 
