-0.5,1.0,1.0,0.0
-0.498998998999,1.0,1.0,0.0
-0.497997997998,1.0,1.0,0.0
-0.496996996997,1.0,1.0,0.0
-0.495995995996,1.0,1.0,0.0
-0.494994994995,1.0,1.0,0.0
-0.493993993994,1.0,1.0,0.0
-0.492992992993,1.0,1.0,0.0
-0.491991991992,1.0,1.0,0.0
-0.490990990991,1.0,1.0,0.0
-0.48998998999,1.0,1.0,0.0
-0.488988988989,1.0,1.0,0.0
-0.487987987988,1.0,1.0,0.0
-0.486986986987,1.0,1.0,0.0
-0.485985985986,1.0,1.0,0.0
-0.484984984985,1.0,1.0,0.0
-0.483983983984,1.0,1.0,0.0
-0.482982982983,1.0,1.0,0.0
-0.481981981982,1.0,1.0,0.0
-0.480980980981,1.0,1.0,0.0
-0.47997997998,1.0,1.0,0.0
-0.478978978979,1.0,1.0,0.0
-0.477977977978,1.0,1.0,0.0
-0.476976976977,1.0,1.0,0.0
-0.475975975976,1.0,1.0,0.0
-0.474974974975,1.0,1.0,0.0
-0.473973973974,1.0,1.0,0.0
-0.472972972973,1.0,1.0,0.0
-0.471971971972,1.0,1.0,0.0
-0.470970970971,1.0,1.0,0.0
-0.46996996997,1.0,1.0,0.0
-0.468968968969,1.0,1.0,0.0
-0.467967967968,1.0,1.0,0.0
-0.466966966967,1.0,1.0,0.0
-0.465965965966,1.0,1.0,0.0
-0.464964964965,1.0,1.0,0.0
-0.463963963964,1.0,1.0,0.0
-0.462962962963,1.0,1.0,0.0
-0.461961961962,1.0,1.0,0.0
-0.460960960961,1.0,1.0,0.0
-0.45995995996,1.0,1.0,0.0
-0.458958958959,1.0,1.0,0.0
-0.457957957958,1.0,1.0,0.0
-0.456956956957,1.0,1.0,0.0
-0.455955955956,1.0,1.0,0.0
-0.454954954955,1.0,1.0,0.0
-0.453953953954,1.0,1.0,0.0
-0.452952952953,1.0,1.0,0.0
-0.451951951952,1.0,1.0,0.0
-0.450950950951,1.0,1.0,0.0
-0.44994994995,1.0,1.0,0.0
-0.448948948949,1.0,1.0,0.0
-0.447947947948,1.0,1.0,0.0
-0.446946946947,1.0,1.0,0.0
-0.445945945946,1.0,1.0,0.0
-0.444944944945,1.0,1.0,0.0
-0.443943943944,1.0,1.0,0.0
-0.442942942943,1.0,1.0,0.0
-0.441941941942,1.0,1.0,0.0
-0.440940940941,1.0,1.0,0.0
-0.43993993994,1.0,1.0,0.0
-0.438938938939,1.0,1.0,0.0
-0.437937937938,1.0,1.0,0.0
-0.436936936937,1.0,1.0,0.0
-0.435935935936,1.0,1.0,0.0
-0.434934934935,1.0,1.0,0.0
-0.433933933934,1.0,1.0,0.0
-0.432932932933,1.0,1.0,0.0
-0.431931931932,1.0,1.0,0.0
-0.430930930931,1.0,1.0,0.0
